Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type
Elastic Optical Networking for 5G Transport;Journal of Network and Systems Management;;25;4;10.1007/s10922-017-9434-z;Raouf BoutabaNashid ShahriarSiavash Fathi;2017;http://link.springer.com/article/10.1007/s10922-017-9434-z;Article
Electronic Markets on academic supply chains;Electronic Markets;;27;2;10.1007/s12525-017-0258-1;Rainer Alt;2017;http://link.springer.com/article/10.1007/s12525-017-0258-1;Article
Electronic Markets on big data services;Electronic Markets;;27;3;10.1007/s12525-017-0265-2;Rainer AltHans-Dieter Zimmermann;2017;http://link.springer.com/article/10.1007/s12525-017-0265-2;Article
Electronic identification technology for agriculture, plant, and food. A review;Agronomy for Sustainable Development;;36;1;10.1007/s13593-016-0352-3;Andrea Luvisi;2016;http://link.springer.com/article/10.1007/s13593-016-0352-3;Article
Electronic interaction research 1988 – 2012 through the lens of the Bled eConference;Electronic Markets;;23;4;10.1007/s12525-013-0144-4;Roger ClarkeAndreja Pucihar;2013;http://link.springer.com/article/10.1007/s12525-013-0144-4;Article
Embedding data on “communicating materials” from context-sensitive information analysis;Journal of Intelligent Manufacturing;;25;5;10.1007/s10845-013-0745-y;Sylvain KublerWilliam DerigentAndré ThomasÉric Rondeau;2014;http://link.springer.com/article/10.1007/s10845-013-0745-y;Article
Emerging Applications for Cyber Transportation Systems;Journal of Computer Science and Technology;;29;4;10.1007/s11390-014-1450-9;Aditya WaghYunfei HouChunming QiaoLongfei ZhangXu LiAdel SadekKevin HulmeChangxu WuHong-Li XuLiu-Sheng Huang;2014;http://link.springer.com/article/10.1007/s11390-014-1450-9;Article
Emerging ICT for Citizens’ Veillance: Theoretical and Practical Insights;Science and Engineering Ethics;;;;10.1007/s11948-018-0039-z;Philip BoucherSusana NascimentoMariachiara Tallacchini;2018;http://link.springer.com/article/10.1007/s11948-018-0039-z;Article
Emerging technologies and research challenges for intelligent transportation systems: 5G, HetNets, and SDN;International Journal on Interactive Design and Manufacturing (IJIDeM);;12;1;10.1007/s12008-017-0391-2;Fernando CamachoCésar CárdenasDavid Muñoz;2018;http://link.springer.com/article/10.1007/s12008-017-0391-2;Article
Emerging topics in mining software repositories;Progress in Artificial Intelligence;;;;10.1007/s13748-018-0147-7;Diego Güemes-PeñaCarlos López-NozalRaúl Marticorena-SánchezJesús Maudes-Raedo;2018;http://link.springer.com/article/10.1007/s13748-018-0147-7;Article
Empirical assessment of the accuracy of an interoperability prediction language;Information Systems Frontiers;;19;4;10.1007/s10796-016-9630-5;Johan UllbergPontus Johnson;2017;http://link.springer.com/article/10.1007/s10796-016-9630-5;Article
Enabling the new economic actor: data protection, the digital economy, and the Databox;Personal and Ubiquitous Computing;;20;6;10.1007/s00779-016-0939-3;Andy CrabtreeTom LodgeJames ColleyChris GreenhalghRichard MortierHamed Haddadi;2016;http://link.springer.com/article/10.1007/s00779-016-0939-3;Article
Energy consumption monitoring for the order fulfilment in a ubiquitous manufacturing environment;The International Journal of Advanced Manufacturing Technology;;89;09/dez;10.1007/s00170-016-9272-2;Luoke HuTao PengChen PengRenzhong Tang;2017;http://link.springer.com/article/10.1007/s00170-016-9272-2;Article
Energy-efficient data sensing and routing in unreliable energy-harvesting wireless sensor network;Wireless Networks;;24;2;10.1007/s11276-016-1360-6;Ting LuGuohua LiuShan Chang;2018;http://link.springer.com/article/10.1007/s11276-016-1360-6;Article
Engineering and validating security to make cloud secure;International Journal of System Assurance Engineering and Management;;8;2;10.1007/s13198-017-0612-x;Shruti JaiswalDaya Gupta;2017;http://link.springer.com/article/10.1007/s13198-017-0612-x;Article
Engineering solutions for food-energy-water systems: it is more than engineering;Journal of Environmental Studies and Sciences;;6;1;10.1007/s13412-016-0363-z;M. L. WolfeK. C. TingN. ScottA. SharpleyJ. W. JonesL. Verma;2016;http://link.springer.com/article/10.1007/s13412-016-0363-z;Article
Enhancing information interaction as a means for situation awareness maintenance in mobile field work;Cognition, Technology & Work;;18;3;10.1007/s10111-016-0370-6;Heljä Franssila;2016;http://link.springer.com/article/10.1007/s10111-016-0370-6;Article
Enhancing values through virtuality for intelligent artifacts that influence human attitude and behavior;Multimedia Tools and Applications;;74;24;10.1007/s11042-014-2250-5;Mizuki SakamotoTatsuo NakajimaTodorka Alexandrova;2015;http://link.springer.com/article/10.1007/s11042-014-2250-5;Article
Envisioning engineering education and practice in the coming intelligence convergence era — a complex adaptive systems approach;Central European Journal of Engineering;;3;4;10.2478/s13531-013-0122-9;Ahmed K. Noor;2013;http://link.springer.com/article/10.2478/s13531-013-0122-9;Article
Envisioning the digital sustainability panopticon: a thought experiment of how big data may help advancing sustainability in the digital age;Sustainability Science;;11;5;10.1007/s11625-016-0381-5;Peter Seele;2016;http://link.springer.com/article/10.1007/s11625-016-0381-5;Article
Estimating the simulation workload for factory simulation as a cloud service;Journal of Intelligent Manufacturing;;28;5;10.1007/s10845-015-1068-y;Toly ChenChi-Wei Lin;2017;http://link.springer.com/article/10.1007/s10845-015-1068-y;Article
Ethical Design in the Internet of Things;Science and Engineering Ethics;;;;10.1007/s11948-016-9754-5;Gianmarco BaldiniMaarten BottermanRicardo NeisseMariachiara Tallacchini;2016;http://link.springer.com/article/10.1007/s11948-016-9754-5;Article
Ethics of the health-related internet of things: a narrative review;Ethics and Information Technology;;19;3;10.1007/s10676-017-9426-4;Brent Mittelstadt;2017;http://link.springer.com/article/10.1007/s10676-017-9426-4;Article
Evaluating the effectiveness of the SMART contract-signing strategy in reducing the growth of Swedish Adolescents’ substance use and problem behaviors;BMC Public Health;;16;1;10.1186/s12889-016-3131-9;Cristian BortesSusanna GeidneCharli Eriksson;2016;http://link.springer.com/article/10.1186/s12889-016-3131-9;Article
Evaluation of agri-product supply chain competitiveness based on extension theory;Operational Research;;;;10.1007/s12351-017-0298-5;Bo YanZhuo ChenHongyuan Li;2017;http://link.springer.com/article/10.1007/s12351-017-0298-5;Article
Event;Auto Tech Review;;4;12;10.1365/s40112-015-1057-8;;2015;http://link.springer.com/article/10.1365/s40112-015-1057-8;Article
Evolution of Cloud Operating System: From Technology to Ecosystem;Journal of Computer Science and Technology;;32;2;10.1007/s11390-017-1717-z;Zuo-Ning ChenKang ChenJin-Lei JiangLu-Fei ZhangSong WuZheng-Wei QiChun-Ming HuYong-Wei WuYu-Zhong SunHong TangAo-Bing SunZi-Lu Kang;2017;http://link.springer.com/article/10.1007/s11390-017-1717-z;Article
Evolution of connected health: a network perspective;Scientometrics;;112;3;10.1007/s11192-017-2431-x;Serhat BurmaogluOzcan SaritasLevent Bekir KidakIpek Camuz Berber;2017;http://link.springer.com/article/10.1007/s11192-017-2431-x;Article
Execution and evaluation of enterprise models in IEM/MO2GO based on Petri net;The International Journal of Advanced Manufacturing Technology;;;;10.1007/s00170-018-1764-9;Guangying JinFrank-Walter Jäkel;2018;http://link.springer.com/article/10.1007/s00170-018-1764-9;Article
Expected user experience of mobile augmented reality services: a user study in the context of shopping centres;Personal and Ubiquitous Computing;;17;2;10.1007/s00779-011-0494-x;Thomas OlssonElse LagerstamTuula KärkkäinenKaisa Väänänen-Vainio-Mattila;2013;http://link.springer.com/article/10.1007/s00779-011-0494-x;Article
Experiencing touchless interaction with augmented content on wearable head-mounted displays in cultural heritage applications;Personal and Ubiquitous Computing;;21;2;10.1007/s00779-016-0987-8;Nadia BrancatiGiuseppe CaggianeseMaria FrucciLuigi GalloPietro Neroni;2017;http://link.springer.com/article/10.1007/s00779-016-0987-8;Article
Exploring Challenges in Developing a Smart and Effective Assistive System for Improving the Experience of the Elderly Drivers;Chinese Journal of Mechanical Engineering;;30;5;10.1007/s10033-017-0165-6;Sebin JungHong-Ying MengSheng-Feng Qin;2017;http://link.springer.com/article/10.1007/s10033-017-0165-6;Article
Exploring blockchain technology and its potential applications for education;Smart Learning Environments;;5;1;10.1186/s40561-017-0050-x;Guang ChenBing XuManli LuNian-Shing Chen;2018;http://link.springer.com/article/10.1186/s40561-017-0050-x;Article
Exploring regulations and scope of the Internet of Things in contemporary companies: a first literature analysis;Journal of Innovation and Entrepreneurship;;4;1;10.1186/s13731-015-0025-5;Giuseppe RussoBruno MarsigaliaFederica EvangelistaMatteo PalmaccioMarina Maggioni;2015;http://link.springer.com/article/10.1186/s13731-015-0025-5;Article
Facilitating data-intensive approaches to innovation for sustainability: opportunities and challenges in building smart cities;Sustainability Science;;12;6;10.1007/s11625-017-0498-1;Masaru Yarime;2017;http://link.springer.com/article/10.1007/s11625-017-0498-1;Article
Facilitating the discovery of relevant studies on risk analysis for three-dimensional printing based on an integrated framework;Scientometrics;;114;1;10.1007/s11192-017-2570-0;Munan LiAlan L. Porter;2018;http://link.springer.com/article/10.1007/s11192-017-2570-0;Article
Factors affecting RFID adoption in the agricultural product distribution industry: empirical evidence from China;SpringerPlus;;5;1;10.1186/s40064-016-3708-x;Ping ShiBo Yan;2016;http://link.springer.com/article/10.1186/s40064-016-3708-x;Article
Factors influencing the decision to crowdsource: A systematic literature review;Information Systems Frontiers;;18;1;10.1007/s10796-015-9578-x;Nguyen Hoang ThuanPedro AntunesDavid Johnstone;2016;http://link.springer.com/article/10.1007/s10796-015-9578-x;Article
Fair, Transparent, and Accountable Algorithmic Decision-making Processes;Philosophy & Technology;;;;10.1007/s13347-017-0279-x;Bruno LepriNuria OliverEmmanuel LetouzéAlex PentlandPatrick Vinck;2017;http://link.springer.com/article/10.1007/s13347-017-0279-x;Article
Fast sparsity adaptive matching pursuit algorithm for large-scale image reconstruction;EURASIP Journal on Wireless Communications and Networking;;2018;1;10.1186/s13638-018-1085-6;Shihong YaoQingfeng GuanSheng WangXiao Xie;2018;http://link.springer.com/article/10.1186/s13638-018-1085-6;Article
Feasibility Analysis of the Scheme of Internet of Things Based on Two-Level Supply Chain Dynamics;Wireless Personal Communications;;;;10.1007/s11277-018-5506-y;Ming LuoGuohua Zhou;2018;http://link.springer.com/article/10.1007/s11277-018-5506-y;Article
Feasibility and Fundamental Limits of Energy-Harvesting Based M2M Communications;International Journal of Wireless Information Networks;;24;3;10.1007/s10776-017-0358-z;Jukka RinneJari KeskinenPaul R. BergerDonald LupoMikko Valkama;2017;http://link.springer.com/article/10.1007/s10776-017-0358-z;Article
FieldsRank: The Network Value of the Firm;International Advances in Economic Research;;22;4;10.1007/s11294-016-9604-x;Romana CižinskáTomáš KrabecPercy Venegas;2016;http://link.springer.com/article/10.1007/s11294-016-9604-x;Article
Financial decision support: an overview of developments and recent trends;EURO Journal on Decision Processes;;;;10.1007/s40070-018-0078-3;Constantin ZopounidisMichalis DoumposDimitrios Niklis;2018;http://link.springer.com/article/10.1007/s40070-018-0078-3;Article
Finding interactive 3D objects by their interaction properties;Multimedia Tools and Applications;;69;3;10.1007/s11042-012-1125-x;Jacek Chmielewski;2014;http://link.springer.com/article/10.1007/s11042-012-1125-x;Article
Finite element analysis for diagnosis of fatigue failure of composite materials in product development;The International Journal of Advanced Manufacturing Technology;;87;05/ago;10.1007/s00170-016-8619-z;Z. M. BiDonald W. Mueller Jr.;2016;http://link.springer.com/article/10.1007/s00170-016-8619-z;Article
Flexible and printable sensors;Nanotechnologies in Russia;;10;03/abr;10.1134/S1995078015020044;A. A. BessonovM. N. Kirikova;2015;http://link.springer.com/article/10.1134/S1995078015020044;Article
Flexible and transparent triboelectric nanogenerator based on high performance well-ordered porous PDMS dielectric film;Nano Research;;9;12;10.1007/s12274-016-1242-3;Xianming HeXiaojing MuQuan WenZhiyu WenJun YangChenguo HuHaofei Shi;2016;http://link.springer.com/article/10.1007/s12274-016-1242-3;Article
Fog computing security: a review of current applications and security solutions;Journal of Cloud Computing;;6;1;10.1186/s13677-017-0090-3;Saad KhanSimon ParkinsonYongrui Qin;2017;http://link.springer.com/article/10.1186/s13677-017-0090-3;Article
Foundations for Streaming Model Transformations by Complex Event Processing;Software & Systems Modeling;;17;1;10.1007/s10270-016-0533-1;István DávidIstván RáthDániel Varró;2018;http://link.springer.com/article/10.1007/s10270-016-0533-1;Article
From Sensing to Predictions and Database Technique: A Review of TV White Space Information Acquisition in Cognitive Radio Networks;Wireless Personal Communications;;96;4;10.1007/s11277-017-4487-6;Hilary K. AnabiRosdiadee NordinOmar B. AbdulghafoorAduwati SaliAhmed MohamedouAbdulmajid AlmqdshiNor Fadzillah Abdullah;2017;http://link.springer.com/article/10.1007/s11277-017-4487-6;Article
From paper maps to the Digital Earth and the Internet of Places;Rendiconti Lincei;;26;1;10.1007/s12210-015-0437-y;M. A. BrovelliG. ZamboniC. Arias Muñoz;2015;http://link.springer.com/article/10.1007/s12210-015-0437-y;Article
From requirements to source code: a Model-Driven Engineering approach for RESTful web services;Automated Software Engineering;;24;4;10.1007/s10515-016-0206-x;Christoforos ZolotasThemistoklis DiamantopoulosKyriakos C. ChatzidimitriouAndreas L. Symeonidis;2017;http://link.springer.com/article/10.1007/s10515-016-0206-x;Article
From the islands of knowledge to a shared understanding: interdisciplinarity and technology literacy for innovation in smart electronic product design;International Journal of Technology and Design Education;;27;2;10.1007/s10798-015-9347-7;Teresa BlancoRoberto CasasEduardo Manchado-PérezÁngel AsensioJose M. López-Pérez;2017;http://link.springer.com/article/10.1007/s10798-015-9347-7;Article
Frugal Innovation and Development Research;The European Journal of Development Research;;30;1;10.1057/s41287-017-0121-4;André LeliveldPeter Knorringa;2018;http://link.springer.com/article/10.1057/s41287-017-0121-4;Article
Future Internet of Things: open issues and challenges;Wireless Networks;;20;8;10.1007/s11276-014-0731-0;Chun-Wei TsaiChin-Feng LaiAthanasios V. Vasilakos;2014;http://link.springer.com/article/10.1007/s11276-014-0731-0;Article
